Year,Sex,States,Count,topicdesc,measuredesc,response,data_value,age_group
2014,Female,Nevada,829,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,65+
2014,Female,Nevada,174,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,25 to 44
2014,Female,Nevada,792,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,45 to 64
2014,Female,Nevada,829,Smokeless Tobacco Use (Adults),User Status,Not Current,98.7,65+
2014,Female,Nevada,174,Smokeless Tobacco Use (Adults),User Status,Current,1.3,25 to 44
2014,Female,Nevada,792,Smokeless Tobacco Use (Adults),User Status,Current,1.3,45 to 64
2014,Female,Nevada,829,Smokeless Tobacco Use (Adults),User Status,Current,1.3,65+
2014,Female,Nevada,174,Cigarette Use (Adults),Smoking Status,Current,13.7,25 to 44
2014,Female,Nevada,792,Cigarette Use (Adults),Smoking Status,Current,13.7,45 to 64
2014,Female,Nevada,829,Cigarette Use (Adults),Smoking Status,Current,13.7,65+
2014,Female,Nevada,174,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,25 to 44
2014,Female,Nevada,792,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,45 to 64
2014,Female,Nevada,829,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,65+
2014,Female,Nevada,174,Cigarette Use (Adults),Smoking Status,Former,21.9,25 to 44
2014,Female,Nevada,792,Cigarette Use (Adults),Smoking Status,Former,21.9,45 to 64
2014,Female,Nevada,829,Cigarette Use (Adults),Smoking Status,Former,21.9,65+
2014,Female,Nevada,174,Cigarette Use (Adults),Smoking Status,Never,64.4,25 to 44
2014,Female,Nevada,792,Cigarette Use (Adults),Smoking Status,Never,64.4,45 to 64
2014,Female,Nevada,829,Cigarette Use (Adults),Smoking Status,Never,64.4,65+
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.1,25 to 44
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.1,45 to 64
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Current,4.0,25 to 44
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Current,4.0,45 to 64
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Never,75.4,25 to 44
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Never,75.4,45 to 64
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Former,30.4,25 to 44
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Former,30.4,45 to 64
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Every Day,65.8,25 to 44
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Every Day,65.8,45 to 64
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,38.2,25 to 44
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,38.2,45 to 64
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.0,25 to 44
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.0,45 to 64
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Never,53.5,25 to 44
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Never,53.5,45 to 64
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Former,19.2,25 to 44
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Former,19.2,45 to 64
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Some Days,34.2,25 to 44
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Some Days,34.2,45 to 64
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Current,16.0,25 to 44
2018,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Current,16.0,45 to 64
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.9,25 to 44
2018,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.9,45 to 64
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Current,5.4,25 to 44
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Current,5.4,45 to 64
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,61.8,25 to 44
2018,Male,New Hampshire,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,61.8,45 to 64
2018,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,25 to 44
2018,Female,New Hampshire,591,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,45 to 64
2018,Female,New Hampshire,603,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,65+
2018,Female,New Hampshire,94,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,25 to 44
2018,Female,New Hampshire,591,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,45 to 64
2018,Female,New Hampshire,603,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,65+
2018,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Status,Former,28.7,25 to 44
2018,Female,New Hampshire,591,Cigarette Use (Adults),Smoking Status,Former,28.7,45 to 64
2018,Female,New Hampshire,603,Cigarette Use (Adults),Smoking Status,Former,28.7,65+
2018,Female,New Hampshire,94,E-Cigarette Use (Adults),User Status,Current,4.0,25 to 44
2018,Female,New Hampshire,591,E-Cigarette Use (Adults),User Status,Current,4.0,45 to 64
2018,Female,New Hampshire,603,E-Cigarette Use (Adults),User Status,Current,4.0,65+
2018,Female,New Hampshire,94,E-Cigarette Use (Adults),User Status,Former,15.4,25 to 44
2018,Female,New Hampshire,591,E-Cigarette Use (Adults),User Status,Former,15.4,45 to 64
2018,Female,New Hampshire,603,E-Cigarette Use (Adults),User Status,Former,15.4,65+
2018,Female,New Hampshire,94,E-Cigarette Use (Adults),Frequency of Use,Every Day,30.2,25 to 44
2018,Female,New Hampshire,591,E-Cigarette Use (Adults),Frequency of Use,Every Day,30.2,45 to 64
2018,Female,New Hampshire,603,E-Cigarette Use (Adults),Frequency of Use,Every Day,30.2,65+
2018,Female,New Hampshire,94,E-Cigarette Use (Adults),Frequency of Use,Some Days,69.8,25 to 44
2018,Female,New Hampshire,591,E-Cigarette Use (Adults),Frequency of Use,Some Days,69.8,45 to 64
2018,Female,New Hampshire,603,E-Cigarette Use (Adults),Frequency of Use,Some Days,69.8,65+
2018,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,25 to 44
2018,Female,New Hampshire,591,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,45 to 64
2018,Female,New Hampshire,603,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,65+
2018,Female,New Hampshire,94,E-Cigarette Use (Adults),User Status,Never,80.6,25 to 44
2018,Female,New Hampshire,591,E-Cigarette Use (Adults),User Status,Never,80.6,45 to 64
2018,Female,New Hampshire,603,E-Cigarette Use (Adults),User Status,Never,80.6,65+
2018,Female,New Hampshire,94,Smokeless Tobacco Use (Adults),User Status,Current,0.4,25 to 44
2018,Female,New Hampshire,591,Smokeless Tobacco Use (Adults),User Status,Current,0.4,45 to 64
2018,Female,New Hampshire,603,Smokeless Tobacco Use (Adults),User Status,Current,0.4,65+
2018,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Status,Never,56.0,25 to 44
2018,Female,New Hampshire,591,Cigarette Use (Adults),Smoking Status,Never,56.0,45 to 64
2018,Female,New Hampshire,603,Cigarette Use (Adults),Smoking Status,Never,56.0,65+
2018,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Status,Current,15.3,25 to 44
2018,Female,New Hampshire,591,Cigarette Use (Adults),Smoking Status,Current,15.3,45 to 64
2018,Female,New Hampshire,603,Cigarette Use (Adults),Smoking Status,Current,15.3,65+
2017,Female,New Hampshire,119,Cigarette Use (Adults),Smoking Status,Current,14.5,25 to 44
2017,Female,New Hampshire,535,Cigarette Use (Adults),Smoking Status,Current,14.5,45 to 64
2017,Female,New Hampshire,578,Cigarette Use (Adults),Smoking Status,Current,14.5,65+
2017,Female,New Hampshire,119,E-Cigarette Use (Adults),User Status,Never,82.4,25 to 44
2017,Female,New Hampshire,535,E-Cigarette Use (Adults),User Status,Never,82.4,45 to 64
2017,Female,New Hampshire,578,E-Cigarette Use (Adults),User Status,Never,82.4,65+
2017,Female,New Hampshire,119,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,25 to 44
2017,Female,New Hampshire,535,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,45 to 64
2017,Female,New Hampshire,578,Smokeless Tobacco Use (Adults),User Status,Not Current,99.5,65+
2017,Female,New Hampshire,119,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,25 to 44
2017,Female,New Hampshire,535,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,45 to 64
2017,Female,New Hampshire,578,Cigarette Use (Adults),Smoking Frequency,Some Days,25.6,65+
2017,Female,New Hampshire,119,E-Cigarette Use (Adults),Frequency of Use,Every Day,27.3,25 to 44
2017,Female,New Hampshire,535,E-Cigarette Use (Adults),Frequency of Use,Every Day,27.3,45 to 64
2017,Female,New Hampshire,578,E-Cigarette Use (Adults),Frequency of Use,Every Day,27.3,65+
2017,Female,New Hampshire,119,Smokeless Tobacco Use (Adults),User Status,Current,0.5,25 to 44
2017,Female,New Hampshire,535,Smokeless Tobacco Use (Adults),User Status,Current,0.5,45 to 64
2017,Female,New Hampshire,578,Smokeless Tobacco Use (Adults),User Status,Current,0.5,65+
2017,Female,New Hampshire,119,Cigarette Use (Adults),Smoking Status,Never,56.5,25 to 44
2017,Female,New Hampshire,535,Cigarette Use (Adults),Smoking Status,Never,56.5,45 to 64
2017,Female,New Hampshire,578,Cigarette Use (Adults),Smoking Status,Never,56.5,65+
2017,Female,New Hampshire,119,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,25 to 44
2017,Female,New Hampshire,535,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,45 to 64
2017,Female,New Hampshire,578,Cigarette Use (Adults),Smoking Frequency,Every Day,74.4,65+
2017,Female,New Hampshire,119,E-Cigarette Use (Adults),User Status,Former,14.2,25 to 44
2017,Female,New Hampshire,535,E-Cigarette Use (Adults),User Status,Former,14.2,45 to 64
2017,Female,New Hampshire,578,E-Cigarette Use (Adults),User Status,Former,14.2,65+
2017,Female,New Hampshire,119,E-Cigarette Use (Adults),User Status,Current,3.4,25 to 44
2017,Female,New Hampshire,535,E-Cigarette Use (Adults),User Status,Current,3.4,45 to 64
2017,Female,New Hampshire,578,E-Cigarette Use (Adults),User Status,Current,3.4,65+
2017,Female,New Hampshire,119,Cigarette Use (Adults),Smoking Status,Former,28.9,25 to 44
2017,Female,New Hampshire,535,Cigarette Use (Adults),Smoking Status,Former,28.9,45 to 64
2017,Female,New Hampshire,578,Cigarette Use (Adults),Smoking Status,Former,28.9,65+
2017,Female,New Hampshire,119,E-Cigarette Use (Adults),Frequency of Use,Some Days,72.7,25 to 44
2017,Female,New Hampshire,535,E-Cigarette Use (Adults),Frequency of Use,Some Days,72.7,45 to 64
2017,Female,New Hampshire,578,E-Cigarette Use (Adults),Frequency of Use,Some Days,72.7,65+
2017,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Current,5.7,25 to 44
2017,Male,New Hampshire,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.4,25 to 44
2017,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Former,15.4,25 to 44
2017,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Current,3.4,25 to 44
2017,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Never,51.3,25 to 44
2017,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Former,31.8,25 to 44
2017,Male,New Hampshire,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.6,25 to 44
2017,Male,New Hampshire,0,E-Cigarette Use (Adults),User Status,Never,79.0,25 to 44
2017,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Some Days,22.4,25 to 44
2017,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,51.3,25 to 44
2017,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,48.7,25 to 44
2017,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Every Day,77.6,25 to 44
2017,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.6,25 to 44
2017,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Current,16.8,25 to 44
2016,Female,New Hampshire,103,Cigarette Use (Adults),Smoking Status,Former,26.8,25 to 44
2016,Female,New Hampshire,608,Cigarette Use (Adults),Smoking Status,Former,26.8,45 to 64
2016,Female,New Hampshire,599,Cigarette Use (Adults),Smoking Status,Former,26.8,65+
2016,Female,New Hampshire,103,Cigarette Use (Adults),Smoking Status,Current,17.6,25 to 44
2016,Female,New Hampshire,608,Cigarette Use (Adults),Smoking Status,Current,17.6,45 to 64
2016,Female,New Hampshire,599,Cigarette Use (Adults),Smoking Status,Current,17.6,65+
2016,Female,New Hampshire,103,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,25 to 44
2016,Female,New Hampshire,608,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,45 to 64
2016,Female,New Hampshire,599,Smokeless Tobacco Use (Adults),User Status,Not Current,99.3,65+
2016,Female,New Hampshire,103,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,25 to 44
2016,Female,New Hampshire,608,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,45 to 64
2016,Female,New Hampshire,599,Cigarette Use (Adults),Smoking Frequency,Every Day,73.5,65+
2016,Female,New Hampshire,103,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.4,25 to 44
2016,Female,New Hampshire,608,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.4,45 to 64
2016,Female,New Hampshire,599,E-Cigarette Use (Adults),Frequency of Use,Every Day,23.4,65+
2016,Female,New Hampshire,103,E-Cigarette Use (Adults),User Status,Never,82.4,25 to 44
2016,Female,New Hampshire,608,E-Cigarette Use (Adults),User Status,Never,82.4,45 to 64
2016,Female,New Hampshire,599,E-Cigarette Use (Adults),User Status,Never,82.4,65+
2016,Female,New Hampshire,103,Smokeless Tobacco Use (Adults),User Status,Current,0.7,25 to 44
2016,Female,New Hampshire,608,Smokeless Tobacco Use (Adults),User Status,Current,0.7,45 to 64
2016,Female,New Hampshire,599,Smokeless Tobacco Use (Adults),User Status,Current,0.7,65+
2016,Female,New Hampshire,103,E-Cigarette Use (Adults),User Status,Former,14.1,25 to 44
2016,Female,New Hampshire,608,E-Cigarette Use (Adults),User Status,Former,14.1,45 to 64
2016,Female,New Hampshire,599,E-Cigarette Use (Adults),User Status,Former,14.1,65+
2016,Female,New Hampshire,103,E-Cigarette Use (Adults),User Status,Current,3.5,25 to 44
2016,Female,New Hampshire,608,E-Cigarette Use (Adults),User Status,Current,3.5,45 to 64
2016,Female,New Hampshire,599,E-Cigarette Use (Adults),User Status,Current,3.5,65+
2016,Female,New Hampshire,103,Cigarette Use (Adults),Smoking Frequency,Some Days,26.5,25 to 44
2016,Female,New Hampshire,608,Cigarette Use (Adults),Smoking Frequency,Some Days,26.5,45 to 64
2016,Female,New Hampshire,599,Cigarette Use (Adults),Smoking Frequency,Some Days,26.5,65+
2016,Female,New Hampshire,103,Cigarette Use (Adults),Smoking Status,Never,55.6,25 to 44
2016,Female,New Hampshire,608,Cigarette Use (Adults),Smoking Status,Never,55.6,45 to 64
2016,Female,New Hampshire,599,Cigarette Use (Adults),Smoking Status,Never,55.6,65+
2016,Female,New Hampshire,103,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.6,25 to 44
2016,Female,New Hampshire,608,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.6,45 to 64
2016,Female,New Hampshire,599,E-Cigarette Use (Adults),Frequency of Use,Some Days,76.6,65+
2015,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Status,Current,15.4,25 to 44
2015,Female,New Hampshire,632,Cigarette Use (Adults),Smoking Status,Current,15.4,45 to 64
2015,Female,New Hampshire,593,Cigarette Use (Adults),Smoking Status,Current,15.4,65+
2015,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Status,Never,55.4,25 to 44
2015,Female,New Hampshire,632,Cigarette Use (Adults),Smoking Status,Never,55.4,45 to 64
2015,Female,New Hampshire,593,Cigarette Use (Adults),Smoking Status,Never,55.4,65+
2015,Female,New Hampshire,94,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,25 to 44
2015,Female,New Hampshire,632,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,45 to 64
2015,Female,New Hampshire,593,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,65+
2015,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,25 to 44
2015,Female,New Hampshire,632,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,45 to 64
2015,Female,New Hampshire,593,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,65+
2015,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,25 to 44
2015,Female,New Hampshire,632,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,45 to 64
2015,Female,New Hampshire,593,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,65+
2015,Female,New Hampshire,94,Smokeless Tobacco Use (Adults),User Status,Current,0.4,25 to 44
2015,Female,New Hampshire,632,Smokeless Tobacco Use (Adults),User Status,Current,0.4,45 to 64
2015,Female,New Hampshire,593,Smokeless Tobacco Use (Adults),User Status,Current,0.4,65+
2015,Female,New Hampshire,94,Cigarette Use (Adults),Smoking Status,Former,29.2,25 to 44
2015,Female,New Hampshire,632,Cigarette Use (Adults),Smoking Status,Former,29.2,45 to 64
2015,Female,New Hampshire,593,Cigarette Use (Adults),Smoking Status,Former,29.2,65+
2015,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Never,52.1,25 to 44
2015,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Some Days,30.0,25 to 44
2015,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.9,25 to 44
2015,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Current,16.5,25 to 44
2015,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Former,31.4,25 to 44
2015,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Current,3.9,25 to 44
2015,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Not Current,96.1,25 to 44
2015,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Every Day,70.0,25 to 44
2015,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.1,25 to 44
2014,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Former,32.4,25 to 44
2014,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,25 to 44
2014,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.3,25 to 44
2014,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Current,18.4,25 to 44
2014,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,25 to 44
2014,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Current,4.4,25 to 44
2014,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),User Status,Not Current,95.6,25 to 44
2014,Male,New Hampshire,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.7,25 to 44
2014,Male,New Hampshire,0,Cigarette Use (Adults),Smoking Status,Never,49.3,25 to 44
2014,Female,New Hampshire,100,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,25 to 44
2014,Female,New Hampshire,623,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,45 to 64
2014,Female,New Hampshire,556,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,65+
2014,Female,New Hampshire,100,Cigarette Use (Adults),Smoking Status,Never,55.4,25 to 44
2014,Female,New Hampshire,623,Cigarette Use (Adults),Smoking Status,Never,55.4,45 to 64
2014,Female,New Hampshire,556,Cigarette Use (Adults),Smoking Status,Never,55.4,65+
2014,Female,New Hampshire,100,Smokeless Tobacco Use (Adults),User Status,Current,0.4,25 to 44
2014,Female,New Hampshire,623,Smokeless Tobacco Use (Adults),User Status,Current,0.4,45 to 64
2014,Female,New Hampshire,556,Smokeless Tobacco Use (Adults),User Status,Current,0.4,65+
2014,Female,New Hampshire,100,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,25 to 44
2014,Female,New Hampshire,623,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,45 to 64
2014,Female,New Hampshire,556,Smokeless Tobacco Use (Adults),User Status,Not Current,99.6,65+
2014,Female,New Hampshire,100,Cigarette Use (Adults),Smoking Status,Former,28.0,25 to 44
