,Year,States,Sex,Count,topicdesc,measuredesc,response,data_value,age_group
8455,2017,Mississippi,Male,481,E-Cigarette Use (Adults),Frequency of Use,Some Days,62.7,45 to 64
8456,2017,Mississippi,Male,1008,E-Cigarette Use (Adults),Frequency of Use,Some Days,62.7,65+
8457,2017,Mississippi,Male,0,Cigarette Use (Adults),Smoking Status,Never,50.3,25 to 44
8458,2017,Mississippi,Male,481,Cigarette Use (Adults),Smoking Status,Never,50.3,45 to 64
8459,2017,Mississippi,Male,1008,Cigarette Use (Adults),Smoking Status,Never,50.3,65+
8460,2017,Mississippi,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.9,25 to 44
8461,2017,Mississippi,Male,481,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.9,45 to 64
8462,2017,Mississippi,Male,1008,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.9,65+
8463,2017,Mississippi,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,76.3,25 to 44
8464,2017,Mississippi,Male,481,Cigarette Use (Adults),Smoking Frequency,Every Day,76.3,45 to 64
8465,2017,Mississippi,Male,1008,Cigarette Use (Adults),Smoking Frequency,Every Day,76.3,65+
8466,2017,Mississippi,Female,17,Cigarette Use (Adults),Smoking Frequency,Some Days,28.6,25 to 44
8467,2017,Mississippi,Female,396,Cigarette Use (Adults),Smoking Frequency,Some Days,28.6,45 to 64
8468,2017,Mississippi,Female,770,Cigarette Use (Adults),Smoking Frequency,Some Days,28.6,65+
8469,2017,Mississippi,Female,17,Cigarette Use (Adults),Smoking Status,Never,61.7,25 to 44
8470,2017,Mississippi,Female,396,Cigarette Use (Adults),Smoking Status,Never,61.7,45 to 64
8471,2017,Mississippi,Female,770,Cigarette Use (Adults),Smoking Status,Never,61.7,65+
8472,2017,Mississippi,Female,17,E-Cigarette Use (Adults),User Status,Current,3.9,25 to 44
8473,2017,Mississippi,Female,396,E-Cigarette Use (Adults),User Status,Current,3.9,45 to 64
8474,2017,Mississippi,Female,770,E-Cigarette Use (Adults),User Status,Current,3.9,65+
8475,2017,Mississippi,Female,17,Cigarette Use (Adults),Smoking Status,Current,22.1,25 to 44
8476,2017,Mississippi,Female,396,Cigarette Use (Adults),Smoking Status,Current,22.1,45 to 64
8477,2017,Mississippi,Female,770,Cigarette Use (Adults),Smoking Status,Current,22.1,65+
8478,2017,Mississippi,Female,17,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.5,25 to 44
8479,2017,Mississippi,Female,396,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.5,45 to 64
8480,2017,Mississippi,Female,770,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.5,65+
8481,2017,Mississippi,Female,17,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.5,25 to 44
8482,2017,Mississippi,Female,396,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.5,45 to 64
8483,2017,Mississippi,Female,770,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.5,65+
8484,2017,Mississippi,Female,17,Cigarette Use (Adults),Smoking Status,Former,16.2,25 to 44
8485,2017,Mississippi,Female,396,Cigarette Use (Adults),Smoking Status,Former,16.2,45 to 64
8486,2017,Mississippi,Female,770,Cigarette Use (Adults),Smoking Status,Former,16.2,65+
8487,2017,Mississippi,Female,17,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.7,25 to 44
8488,2017,Mississippi,Female,396,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.7,45 to 64
8489,2017,Mississippi,Female,770,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,53.7,65+
8490,2017,Mississippi,Female,17,E-Cigarette Use (Adults),User Status,Never,79.5,25 to 44
8491,2017,Mississippi,Female,396,E-Cigarette Use (Adults),User Status,Never,79.5,45 to 64
8492,2017,Mississippi,Female,770,E-Cigarette Use (Adults),User Status,Never,79.5,65+
8493,2017,Mississippi,Female,17,Smokeless Tobacco Use (Adults),User Status,Current,2.2,25 to 44
8494,2017,Mississippi,Female,396,Smokeless Tobacco Use (Adults),User Status,Current,2.2,45 to 64
8495,2017,Mississippi,Female,770,Smokeless Tobacco Use (Adults),User Status,Current,2.2,65+
8496,2017,Mississippi,Female,17,E-Cigarette Use (Adults),User Status,Former,16.6,25 to 44
8497,2017,Mississippi,Female,396,E-Cigarette Use (Adults),User Status,Former,16.6,45 to 64
8498,2017,Mississippi,Female,770,E-Cigarette Use (Adults),User Status,Former,16.6,65+
8499,2017,Mississippi,Female,17,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.3,25 to 44
8500,2017,Mississippi,Female,396,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.3,45 to 64
8501,2017,Mississippi,Female,770,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,46.3,65+
8502,2017,Mississippi,Female,17,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,25 to 44
8503,2017,Mississippi,Female,396,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,45 to 64
8504,2017,Mississippi,Female,770,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,65+
8505,2017,Mississippi,Female,17,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,25 to 44
8506,2017,Mississippi,Female,396,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,45 to 64
8507,2017,Mississippi,Female,770,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,65+
8508,2016,Mississippi,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,23.8,25 to 44
8509,2016,Mississippi,Female,399,Cigarette Use (Adults),Smoking Frequency,Some Days,23.8,45 to 64
8510,2016,Mississippi,Female,770,Cigarette Use (Adults),Smoking Frequency,Some Days,23.8,65+
8511,2016,Mississippi,Female,0,E-Cigarette Use (Adults),User Status,Never,80.4,25 to 44
8512,2016,Mississippi,Female,399,E-Cigarette Use (Adults),User Status,Never,80.4,45 to 64
8513,2016,Mississippi,Female,770,E-Cigarette Use (Adults),User Status,Never,80.4,65+
8514,2016,Mississippi,Female,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,80.9,25 to 44
8515,2016,Mississippi,Female,399,E-Cigarette Use (Adults),Frequency of Use,Some Days,80.9,45 to 64
8516,2016,Mississippi,Female,770,E-Cigarette Use (Adults),Frequency of Use,Some Days,80.9,65+
8517,2016,Mississippi,Female,0,Cigarette Use (Adults),Smoking Status,Never,60.6,25 to 44
8518,2016,Mississippi,Female,399,Cigarette Use (Adults),Smoking Status,Never,60.6,45 to 64
8519,2016,Mississippi,Female,770,Cigarette Use (Adults),Smoking Status,Never,60.6,65+
8520,2016,Mississippi,Female,0,E-Cigarette Use (Adults),User Status,Current,4.0,25 to 44
8521,2016,Mississippi,Female,399,E-Cigarette Use (Adults),User Status,Current,4.0,45 to 64
8522,2016,Mississippi,Female,770,E-Cigarette Use (Adults),User Status,Current,4.0,65+
8523,2016,Mississippi,Female,0,Cigarette Use (Adults),Smoking Status,Current,21.3,25 to 44
8524,2016,Mississippi,Female,399,Cigarette Use (Adults),Smoking Status,Current,21.3,45 to 64
8525,2016,Mississippi,Female,770,Cigarette Use (Adults),Smoking Status,Current,21.3,65+
8526,2016,Mississippi,Female,0,Cigarette Use (Adults),Smoking Status,Former,18.1,25 to 44
8527,2016,Mississippi,Female,399,Cigarette Use (Adults),Smoking Status,Former,18.1,45 to 64
8528,2016,Mississippi,Female,770,Cigarette Use (Adults),Smoking Status,Former,18.1,65+
8529,2016,Mississippi,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,25 to 44
8530,2016,Mississippi,Female,399,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,45 to 64
8531,2016,Mississippi,Female,770,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,65+
8532,2016,Mississippi,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.7,25 to 44
8533,2016,Mississippi,Female,399,Smokeless Tobacco Use (Adults),User Status,Current,1.7,45 to 64
8534,2016,Mississippi,Female,770,Smokeless Tobacco Use (Adults),User Status,Current,1.7,65+
8535,2016,Mississippi,Female,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,61.3,25 to 44
8536,2016,Mississippi,Female,399,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,61.3,45 to 64
8537,2016,Mississippi,Female,770,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,61.3,65+
8538,2016,Mississippi,Female,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,38.7,25 to 44
8539,2016,Mississippi,Female,399,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,38.7,45 to 64
8540,2016,Mississippi,Female,770,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,38.7,65+
8541,2016,Mississippi,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,76.2,25 to 44
8542,2016,Mississippi,Female,399,Cigarette Use (Adults),Smoking Frequency,Every Day,76.2,45 to 64
8543,2016,Mississippi,Female,770,Cigarette Use (Adults),Smoking Frequency,Every Day,76.2,65+
8544,2016,Mississippi,Female,0,E-Cigarette Use (Adults),User Status,Former,15.6,25 to 44
8545,2016,Mississippi,Female,399,E-Cigarette Use (Adults),User Status,Former,15.6,45 to 64
8546,2016,Mississippi,Female,770,E-Cigarette Use (Adults),User Status,Former,15.6,65+
8547,2016,Mississippi,Female,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,19.1,25 to 44
8548,2016,Mississippi,Female,399,E-Cigarette Use (Adults),Frequency of Use,Every Day,19.1,45 to 64
8549,2016,Mississippi,Female,770,E-Cigarette Use (Adults),Frequency of Use,Every Day,19.1,65+
8550,2016,Mississippi,Male,22,Smokeless Tobacco Use (Adults),User Status,Not Current,86.8,25 to 44
8551,2016,Mississippi,Male,534,Smokeless Tobacco Use (Adults),User Status,Not Current,86.8,45 to 64
8552,2016,Mississippi,Male,995,Smokeless Tobacco Use (Adults),User Status,Not Current,86.8,65+
8553,2016,Mississippi,Male,22,Cigarette Use (Adults),Smoking Status,Never,46.1,25 to 44
8554,2016,Mississippi,Male,534,Cigarette Use (Adults),Smoking Status,Never,46.1,45 to 64
8555,2016,Mississippi,Male,995,Cigarette Use (Adults),Smoking Status,Never,46.1,65+
8556,2016,Mississippi,Male,22,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,25 to 44
8557,2016,Mississippi,Male,534,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,45 to 64
8558,2016,Mississippi,Male,995,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,65+
8559,2016,Mississippi,Male,22,Cigarette Use (Adults),Smoking Status,Current,24.3,25 to 44
8560,2016,Mississippi,Male,534,Cigarette Use (Adults),Smoking Status,Current,24.3,45 to 64
8561,2016,Mississippi,Male,995,Cigarette Use (Adults),Smoking Status,Current,24.3,65+
8562,2016,Mississippi,Male,22,E-Cigarette Use (Adults),Frequency of Use,Every Day,25.1,25 to 44
8563,2016,Mississippi,Male,534,E-Cigarette Use (Adults),Frequency of Use,Every Day,25.1,45 to 64
8564,2016,Mississippi,Male,995,E-Cigarette Use (Adults),Frequency of Use,Every Day,25.1,65+
8565,2016,Mississippi,Male,22,E-Cigarette Use (Adults),User Status,Never,74.9,25 to 44
8566,2016,Mississippi,Male,534,E-Cigarette Use (Adults),User Status,Never,74.9,45 to 64
8567,2016,Mississippi,Male,995,E-Cigarette Use (Adults),User Status,Never,74.9,65+
8568,2016,Mississippi,Male,22,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,64.2,25 to 44
8569,2016,Mississippi,Male,534,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,64.2,45 to 64
8570,2016,Mississippi,Male,995,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,64.2,65+
8571,2016,Mississippi,Male,22,E-Cigarette Use (Adults),Frequency of Use,Some Days,74.9,25 to 44
8572,2016,Mississippi,Male,534,E-Cigarette Use (Adults),Frequency of Use,Some Days,74.9,45 to 64
8573,2016,Mississippi,Male,995,E-Cigarette Use (Adults),Frequency of Use,Some Days,74.9,65+
8574,2016,Mississippi,Male,22,Smokeless Tobacco Use (Adults),User Status,Current,13.2,25 to 44
8575,2016,Mississippi,Male,534,Smokeless Tobacco Use (Adults),User Status,Current,13.2,45 to 64
8576,2016,Mississippi,Male,995,Smokeless Tobacco Use (Adults),User Status,Current,13.2,65+
8577,2016,Mississippi,Male,22,Cigarette Use (Adults),Smoking Status,Former,29.6,25 to 44
8578,2016,Mississippi,Male,534,Cigarette Use (Adults),Smoking Status,Former,29.6,45 to 64
8579,2016,Mississippi,Male,995,Cigarette Use (Adults),Smoking Status,Former,29.6,65+
8580,2016,Mississippi,Male,22,E-Cigarette Use (Adults),User Status,Former,19.7,25 to 44
8581,2016,Mississippi,Male,534,E-Cigarette Use (Adults),User Status,Former,19.7,45 to 64
8582,2016,Mississippi,Male,995,E-Cigarette Use (Adults),User Status,Former,19.7,65+
8583,2016,Mississippi,Male,22,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,35.8,25 to 44
8584,2016,Mississippi,Male,534,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,35.8,45 to 64
8585,2016,Mississippi,Male,995,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,35.8,65+
8586,2016,Mississippi,Male,22,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,25 to 44
8587,2016,Mississippi,Male,534,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,45 to 64
8588,2016,Mississippi,Male,995,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,65+
8589,2016,Mississippi,Male,22,E-Cigarette Use (Adults),User Status,Current,5.4,25 to 44
8590,2016,Mississippi,Male,534,E-Cigarette Use (Adults),User Status,Current,5.4,45 to 64
8591,2016,Mississippi,Male,995,E-Cigarette Use (Adults),User Status,Current,5.4,65+
8592,2015,Mississippi,Female,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,37.2,25 to 44
8593,2015,Mississippi,Female,387,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,37.2,45 to 64
8594,2015,Mississippi,Female,737,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,37.2,65+
8595,2015,Mississippi,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,25 to 44
8596,2015,Mississippi,Female,387,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,45 to 64
8597,2015,Mississippi,Female,737,Cigarette Use (Adults),Smoking Frequency,Every Day,70.8,65+
8598,2015,Mississippi,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,97.4,25 to 44
8599,2015,Mississippi,Female,387,Smokeless Tobacco Use (Adults),User Status,Not Current,97.4,45 to 64
8600,2015,Mississippi,Female,737,Smokeless Tobacco Use (Adults),User Status,Not Current,97.4,65+
8601,2015,Mississippi,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,2.6,25 to 44
8602,2015,Mississippi,Female,387,Smokeless Tobacco Use (Adults),User Status,Current,2.6,45 to 64
8603,2015,Mississippi,Female,737,Smokeless Tobacco Use (Adults),User Status,Current,2.6,65+
8604,2015,Mississippi,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,25 to 44
8605,2015,Mississippi,Female,387,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,45 to 64
8606,2015,Mississippi,Female,737,Cigarette Use (Adults),Smoking Frequency,Some Days,29.2,65+
8607,2015,Mississippi,Female,0,Cigarette Use (Adults),Smoking Status,Current,18.4,25 to 44
8608,2015,Mississippi,Female,387,Cigarette Use (Adults),Smoking Status,Current,18.4,45 to 64
8609,2015,Mississippi,Female,737,Cigarette Use (Adults),Smoking Status,Current,18.4,65+
8610,2015,Mississippi,Female,0,Cigarette Use (Adults),Smoking Status,Never,64.6,25 to 44
8611,2015,Mississippi,Female,387,Cigarette Use (Adults),Smoking Status,Never,64.6,45 to 64
8612,2015,Mississippi,Female,737,Cigarette Use (Adults),Smoking Status,Never,64.6,65+
8613,2015,Mississippi,Female,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,62.8,25 to 44
8614,2015,Mississippi,Female,387,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,62.8,45 to 64
8615,2015,Mississippi,Female,737,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,62.8,65+
8616,2015,Mississippi,Female,0,Cigarette Use (Adults),Smoking Status,Former,17.0,25 to 44
8617,2015,Mississippi,Female,387,Cigarette Use (Adults),Smoking Status,Former,17.0,45 to 64
8618,2015,Mississippi,Female,737,Cigarette Use (Adults),Smoking Status,Former,17.0,65+
8619,2015,Mississippi,Male,18,Cigarette Use (Adults),Smoking Status,Current,27.0,25 to 44
8620,2015,Mississippi,Male,496,Cigarette Use (Adults),Smoking Status,Current,27.0,45 to 64
8621,2015,Mississippi,Male,988,Cigarette Use (Adults),Smoking Status,Current,27.0,65+
8622,2015,Mississippi,Male,18,Smokeless Tobacco Use (Adults),User Status,Not Current,87.1,25 to 44
8623,2015,Mississippi,Male,496,Smokeless Tobacco Use (Adults),User Status,Not Current,87.1,45 to 64
8624,2015,Mississippi,Male,988,Smokeless Tobacco Use (Adults),User Status,Not Current,87.1,65+
8625,2015,Mississippi,Male,18,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,25 to 44
8626,2015,Mississippi,Male,496,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,45 to 64
8627,2015,Mississippi,Male,988,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,65+
8628,2015,Mississippi,Male,18,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,25 to 44
8629,2015,Mississippi,Male,496,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,45 to 64
8630,2015,Mississippi,Male,988,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,65+
8631,2015,Mississippi,Male,18,Cigarette Use (Adults),Smoking Status,Former,26.0,25 to 44
8632,2015,Mississippi,Male,496,Cigarette Use (Adults),Smoking Status,Former,26.0,45 to 64
8633,2015,Mississippi,Male,988,Cigarette Use (Adults),Smoking Status,Former,26.0,65+
8634,2015,Mississippi,Male,18,Smokeless Tobacco Use (Adults),User Status,Current,12.9,25 to 44
8635,2015,Mississippi,Male,496,Smokeless Tobacco Use (Adults),User Status,Current,12.9,45 to 64
8636,2015,Mississippi,Male,988,Smokeless Tobacco Use (Adults),User Status,Current,12.9,65+
8637,2015,Mississippi,Male,18,Cigarette Use (Adults),Smoking Status,Never,46.9,25 to 44
8638,2015,Mississippi,Male,496,Cigarette Use (Adults),Smoking Status,Never,46.9,45 to 64
8639,2015,Mississippi,Male,988,Cigarette Use (Adults),Smoking Status,Never,46.9,65+
8640,2015,Mississippi,Male,18,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60.4,25 to 44
8641,2015,Mississippi,Male,496,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60.4,45 to 64
8642,2015,Mississippi,Male,988,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,60.4,65+
8643,2015,Mississippi,Male,18,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,39.6,25 to 44
8644,2015,Mississippi,Male,496,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,39.6,45 to 64
8645,2015,Mississippi,Male,988,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,39.6,65+
8646,2014,Mississippi,Male,0,Cigarette Use (Adults),Smoking Status,Former,27.9,25 to 44
8647,2014,Mississippi,Male,561,Cigarette Use (Adults),Smoking Status,Former,27.9,45 to 64
8648,2014,Mississippi,Male,984,Cigarette Use (Adults),Smoking Status,Former,27.9,65+
8649,2014,Mississippi,Male,0,Cigarette Use (Adults),Smoking Status,Never,48.9,25 to 44
8650,2014,Mississippi,Male,561,Cigarette Use (Adults),Smoking Status,Never,48.9,45 to 64
8651,2014,Mississippi,Male,984,Cigarette Use (Adults),Smoking Status,Never,48.9,65+
8652,2014,Mississippi,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,88.0,25 to 44
8653,2014,Mississippi,Male,561,Smokeless Tobacco Use (Adults),User Status,Not Current,88.0,45 to 64
8654,2014,Mississippi,Male,984,Smokeless Tobacco Use (Adults),User Status,Not Current,88.0,65+
8655,2014,Mississippi,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,64.9,25 to 44
8656,2014,Mississippi,Male,561,Cigarette Use (Adults),Smoking Frequency,Every Day,64.9,45 to 64
8657,2014,Mississippi,Male,984,Cigarette Use (Adults),Smoking Frequency,Every Day,64.9,65+
8658,2014,Mississippi,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,35.1,25 to 44
8659,2014,Mississippi,Male,561,Cigarette Use (Adults),Smoking Frequency,Some Days,35.1,45 to 64
8660,2014,Mississippi,Male,984,Cigarette Use (Adults),Smoking Frequency,Some Days,35.1,65+
8661,2014,Mississippi,Male,0,Cigarette Use (Adults),Smoking Status,Current,23.2,25 to 44
8662,2014,Mississippi,Male,561,Cigarette Use (Adults),Smoking Status,Current,23.2,45 to 64
8663,2014,Mississippi,Male,984,Cigarette Use (Adults),Smoking Status,Current,23.2,65+
8664,2014,Mississippi,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,66.8,25 to 44
8665,2014,Mississippi,Male,561,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,66.8,45 to 64
